Status,Cleaned_Name,WIP_CAS,PubChem_CID,PubChem_Title,PubChem_CAS_All,PubChem_Synonyms_Top10,Audit_Notes,Original_Name,Supplier_CAS_Map,Product_URL
WIP_VERIFIED,Isononyl Acetate,58430-94-7,42745,"3,5,5-Trimethylhexyl acetate",40379-24-6|58430-94-7,"3,5,5-Trimethylhexyl acetate|Nonanyl acetate|1-Hexanol, 3,5,5-trimethyl-, acetate|EINECS 261-245-9|Acetic Acid 3,5,5-Trimethylhexyl Ester|3,5,5-Trimethylhexan-1-ol acetate|UNII-9HMD71U17Z|BRN 1758391|VANORIS|9HMD71U17Z",,Isononyl Acetate from PerfumersWorld,"{'PerfumersWorld': '58430-94-7', 'MySkinRecipes': '40379-24-6'}",https://www.perfumersworld.com/view.php?pro_id=3LH00252
WIP_VERIFIED,Veloutone,65443-14-3,103402,"2,2,5-Trimethyl-5-pentylcyclopentanone",65443-14-3,"2,2,5-Trimethyl-5-pentylcyclopentanone|65443-14-3|2,2,5-Trimethyl-5-pentylcyclopentan-1-one|BN3YZU63MN|Cyclopentanone, 2,2,5-trimethyl-5-pentyl-|DTXSID9052341|2,2,5-trimethyl-5-pentyl-cyclopentanone|RefChem:440753|DTXCID9030913|265-779-3",,Veloutone from PerfumersWorld,"{'PerfumersWorld': '65443-14-3', 'MySkinRecipes': '65443-14-3'}",https://www.perfumersworld.com/view.php?pro_id=3LH00459
SUPPLIER_MISMATCH,Verdyl Acetate,5413-60-5,110655,Verdyl acetate,5413-60-5,"5413-60-5|Verdyl acetate|Jasmacyclen|3a,4,5,6,7,7a-hexahydro-1H-4,7-methanoinden-6-yl acetate|Tricyclodecenyl acetate|Greenyl acetate|Tricyclodecen-4-yl 8-acetate|Herbaflorat|4,7-Methano-1H-inden-6-ol, 3a,4,5,6,7,7a-hexahydro-, acetate|Dihydro-nordicyclopentadienyl acetate",Supplier PerfumersWorld CAS 2500-83-6 error,Verdyl Acetate from PerfumersWorld,"{'PerfumersWorld': '2500-83-6', 'MySkinRecipes': '5413-60-5'}",https://www.perfumersworld.com/view.php?pro_id=3LJ01926
WIP_VERIFIED,Dimethyl Benzyl Carbinol,100-86-7,7531,2-Methyl-1-phenyl-2-propanol,100-86-7,"2-Methyl-1-phenyl-2-propanol|100-86-7|2-Methyl-1-phenylpropan-2-ol|Dimethylbenzylcarbinol|DMBC|1,1-Dimethylphenylethanol|Benzylpropyl alcohol|FEMA No. 2393|N95NCI59MI|Benzeneethanol, alpha,alpha-dimethyl-",,Dimethyl Benzyl Carbinol from PerfumersWorld,"{'PerfumersWorld': '100-86-7', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=3LL00156
WIP_VERIFIED,Nerolidol,7212-44-4,5284507,Nerolidol,40716-66-3|7212-44-4|142-50-7,"NEROLIDOL|7212-44-4|(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol|3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol|Stirrup|FEMA No. 2772|3-Hydroxy-3,7,11-trimethyl-1,6,10-dodecatriene|DTXSID3022247|CHEBI:7524|DTXCID602247",,Nerolidol from PerfumersWorld,"{'PerfumersWorld': '7212-44-4', 'SimpleScentsDIY': '7212-44-4'}",https://www.perfumersworld.com/view.php?pro_id=3LM00319
WIP_VERIFIED,Lilial,80-54-6,228987,Lilial,80-54-6,"80-54-6|Lilial|lily aldehyde|2-(4-tert-Butylbenzyl)propionaldehyde|Butylphenyl methylpropional|DTXSID9026500|4-tert-butyl-alpha-methylhydrocinnamaldehyde|Benzenepropanal, 4-(1,1-dimethylethyl)-alpha-methyl-|T7540GJV69|p-tert-Butyl-alpha-methylhydrocinnamic aldehyde",,Lilial from PerfumersWorld,"{'PerfumersWorld': '80-54-6', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=3MA00273
WIP_VERIFIED,Hydroxycitronellal,107-75-5,7888,Hydroxycitronellal,107-75-5,"Hydroxycitronellal|7-Hydroxy-3,7-dimethyloctanal|107-75-5|7-Hydroxycitronellal|Citronellal hydrate|3,7-Dimethyl-7-hydroxyoctanal|Phixia|Cyclalia|Cyclosia|Laurine",,Hydroxycitronellal from PerfumersWorld,"{'PerfumersWorld': '107-75-5', 'MySkinRecipes': '107-75-5'}",https://www.perfumersworld.com/view.php?pro_id=3MC00233
WIP_VERIFIED,Lyral,31906-04-4,91604,Liral,31906-04-4|130066-44-3,"31906-04-4|4-(4-Hydroxy-4-methylpentyl)-3-cyclohexene-1-carboxaldehyde|hydroxyisohexyl 3-cyclohexene carboxaldehyde|4-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde|Liral|3-Cyclohexene-1-carboxaldehyde, 4-(4-hydroxy-4-methylpentyl)-|QUE43B9Z2Q|DTXSID1027970|DTXCID607970|RefChem:789491",,Lyral from PerfumersWorld,"{'PerfumersWorld': '31906-04-4', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=3MG00282
WIP_VERIFIED,Dimethyl Anthranilate,85-91-6,6826,Methyl N-methylanthranilate,85-91-6,"Methyl 2-(methylamino)benzoate|85-91-6|Dimethyl anthranilate|METHYL N-METHYLANTHRANILATE|Methyl methylaminobenzoate|Methyl methanthranilate|Methyl methylanthranilate|Benzoic acid, 2-(methylamino)-, methyl ester|Methyl N-methyl anthranilate|N-Methylanthranilic acid, methyl ester",,Dimethyl Anthranilate from PerfumersWorld,"{'PerfumersWorld': '85-91-6', 'MySkinRecipes': '85-91-6'}",https://www.perfumersworld.com/view.php?pro_id=3NC00155
WIP_VERIFIED,Ethyl Benzoate,93-89-0,7165,Ethyl benzoate,93-89-0,ETHYL BENZOATE|93-89-0|Benzoic ether|Ethyl benzenecarboxylate|Benzoic Acid Ethyl Ester|Benzoyl ethyl ether|Ethylester kyseliny benzoove|FEMA No. 2422|Ethyl benzoate (natural)|NSC 8884,,Ethyl Benzoate from PerfumersWorld,"{'PerfumersWorld': '93-89-0', 'MySkinRecipes': '93-89-0'}",https://www.perfumersworld.com/view.php?pro_id=3NJ01315
WIP_VERIFIED,Hexyl Salicylate,6259-76-3,22629,Hexyl Salicylate,6259-76-3,"Hexyl salicylate|6259-76-3|N-HEXYL SALICYLATE|1-Hexyl salicylate|Benzoic acid, 2-hydroxy-, hexyl ester|8F78EY72YL|DTXSID4038924|DTXCID601473521|RefChem:788304|228-408-6",,Hexyl Salicylate from PerfumersWorld,"{'PerfumersWorld': '6259-76-3', 'MySkinRecipes': '6259-76-3'}",https://www.perfumersworld.com/view.php?pro_id=3OG00230
WIP_VERIFIED,Butyl Salicylate,2052-14-4,16330,Butyl salicylate,1322-01-6|2052-14-4,"Butyl salicylate|Butyl 2-hydroxybenzoate|2052-14-4|n-Butyl salicylate|Benzoic acid, 2-hydroxy-, butyl ester|Butyl O-hydroxybenzoate|SALICYLIC ACID, BUTYL ESTER|FEMA No. 3650|QPR9LM8VZO|NSC-1511",,Butyl Salicylate from PerfumersWorld,"{'PerfumersWorld': '', 'MySkinRecipes': '2052-14-4'}",https://www.perfumersworld.com/view.php?pro_id=3OH00073
WIP_VERIFIED,Benzyl Salicylate,118-58-1,8363,Benzyl Salicylate,118-58-1,"BENZYL SALICYLATE|118-58-1|Benzyl 2-hydroxybenzoate|Benzyl o-hydroxybenzoate|Salicylic Acid Benzyl Ester|Salicylic acid, benzyl ester|Phenylmethyl 2-hydroxybenzoate|Benzoic acid, 2-hydroxy-, phenylmethyl ester|Salicylsaeurebenzylester|Salicyclic acid, benzyl ester",,Benzyl Salicylate from PerfumersWorld,"{'PerfumersWorld': '118-58-1', 'MySkinRecipes': '118-58-1'}",https://www.perfumersworld.com/view.php?pro_id=3ON00060
WIP_VERIFIED,Methyl Salicylate,119-36-8,4133,Methyl Salicylate,90045-28-6|119-36-8,methyl salicylate|Methyl 2-hydroxybenzoate|119-36-8|Analgit|Flucarmit|Exagien|Betula|2-Hydroxybenzoic acid methyl ester|Gaultheriaoel|Wintergruenoel,,Methyl Salicylate from PerfumersWorld,"{'PerfumersWorld': '119-36-8', 'MySkinRecipes': '119-36-8'}",https://www.perfumersworld.com/view.php?pro_id=3OP00306
WIP_VERIFIED,Ethyl Salicylate,118-61-6,8365,Ethyl Salicylate,118-61-6|1321-50-2,"Ethyl salicylate|ETHYL 2-HYDROXYBENZOATE|118-61-6|Sal ethyl|Mesotol|Salicylic ether|Salotan|Ethyl o-hydroxybenzoate|Benzoic acid, 2-hydroxy-, ethyl ester|Salicylic acid, ethyl ester",,Ethyl Salicylate from PerfumersWorld,"{'PerfumersWorld': '118-61-6', 'MySkinRecipes': '118-61-6'}",https://www.perfumersworld.com/view.php?pro_id=3OP01253
WIP_VERIFIED,Ethyl Phenyl Acetate,101-97-3,7590,Ethyl phenylacetate,101-97-3,"ETHYL PHENYLACETATE|101-97-3|ethyl 2-phenylacetate|Benzeneacetic acid, ethyl ester|Ethyl phenacetate|Ethyl 2-phenylethanoate|Ethyl benzeneacetate|Ethyl phenylethanoate|Phenylacetic acid, ethyl ester|Ethyl alpha-toluate",,Ethyl Phenyl Acetate from PerfumersWorld,"{'PerfumersWorld': '101-97-3', 'MySkinRecipes': '101-97-3'}",https://www.perfumersworld.com/view.php?pro_id=3PF02759
WIP_VERIFIED,Guaiyl Acetate,134-28-1,240122,Guaiyl acetate,134-28-1,"Guaiol acetate|Guaiac acetate|Guaiyl acetate|Guaiol, acetate|134-28-1|Guaiac wood acetate|Octahydroazulene acetate|Guai-1(5)-en-11-ol, acetate|Guai-1-en-11-ol acetate|4J2P61VYV9",,Guaiyl Acetate from PerfumersWorld,"{'PerfumersWorld': '134-28-1', 'MySkinRecipes': '134-28-1'}",https://www.perfumersworld.com/view.php?pro_id=3RW04286
WIP_VERIFIED,Cinnamyl Acetate,103-54-8,5282110,Cinnamyl Acetate,103-54-8|21040-45-9,"Cinnamyl acetate|103-54-8|(E)-Cinnamyl acetate|3-Phenylallyl acetate|2-Propen-1-ol, 3-phenyl-, acetate|3-Phenyl-2-propenyl acetate|Acetic acid, cinnamyl ester|CINNAMYL ALCOHOL, ACETATE|1-Acetoxy-3-phenyl-2-propene|gamma-Phenylallyl acetate",,Cinnamyl Acetate from PerfumersWorld,"{'PerfumersWorld': '103-54-8', 'MySkinRecipes': '103-54-8'}",https://www.perfumersworld.com/view.php?pro_id=3SQ00109
DATA_GAP,Clearwood,84238-39-1,,,,,,Clearwood from PerfumersWorld,"{'PerfumersWorld': '84238-39-1', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=3WB13402
WIP_DISCREPANCY,Cedroxyde,71735-79-0,6436727,"13-Oxabicyclo(10.1.0)trideca-4,8-diene, 1,5,9-trimethyl-",13786-79-3,"13786-79-3|EINECS 237-443-6|1,5,9-TRIMETHYL-13-OXABICYCLO[10.1.0]TRIDECA-4,8-DIENE|DTXSID6051697|13-Oxabicyclo(10.1.0)trideca-4,8-diene, 1,5,9-trimethyl-|1,5,9-Trimethyl-13-oxabicyclo(10.1.0)trideca-4,8-diene|13-Oxabicyclo[10.1.0]trideca-4,8-diene, 1,5,9-trimethyl-|RefChem:236527|DTXCID9030252|13-Oxabicyclo10.1.0trideca-4,8-diene, 1,5,9-trimethyl-",WIP CAS 71735-79-0 not in PubChem ['13786-79-3']; Supplier PerfumersWorld CAS 71735-79-0 error; Supplier SimpleScentsDIY CAS 71735-79-0 error,Cedroxyde from PerfumersWorld,"{'PerfumersWorld': '71735-79-0', 'SimpleScentsDIY': '71735-79-0'}",https://www.perfumersworld.com/view.php?pro_id=3WI00098
SUPPLIER_MISMATCH,Amber Decane,338735-71-0,57357974,"2,6,6,7,8,8-Hexamethyldecahydro-2H-indeno[4,5-b]furan",338735-71-0,"2,6,6,7,8,8-Hexamethyldecahydro-2H-indeno[4,5-b]furan|Decahydro-2,6,6,7,8,8-hexamethyl-2H-indeno[4,5-b]furan|2,6,6,7,8,8-hexamethyl-3,3a,4,5,5a,7,8a,8b-octahydro-2H-cyclopenta[g][1]benzofuran|DTXSID9051373|2H-Indeno[4,5-b]furan, decahydro-2,6,6,7,8,8-hexamethyl-|2H-Indeno(4,5-b)furan, decahydro-2,6,6,7,8,8-hexamethyl-|Decahydro-2,6,6,7,8,8-hexamethyl-2H-indeno(4,5-b)furan|2,6,6,7,8,8-hexamethyldecahydro-2H-indeno(4,5-b)furan|2,6,6,7,8,8-hexamethyl-3,3a,4,5,5a,7,8a,8b-octahydro-2H-cyclopenta(g)(1)benzofuran|RefChem:445138",Supplier PerfumersWorld CAS 58567-11-6 error; Supplier MySkinRecipes CAS 58567-11-6 error,Amber Decane from PerfumersWorld,"{'PerfumersWorld': '58567-11-6', 'MySkinRecipes': '58567-11-6'}",https://www.perfumersworld.com/view.php?pro_id=3WQ11673
WIP_VERIFIED,Cedramber,19870-74-7,11085796,Cedramber,2182025-97-2|19870-74-7|67874-81-1,"Cedramber|Cedrol methyl ether|Cedryl methyl ether|84S7T555CV|1H-3a,7-Methanoazulene, octahydro-6-methoxy-3,6,8,8-tetramethyl-, (3R,3aS,6R,7R,8aS)-|DTXSID90886996|EINECS 267-510-5|(3R,3AS,6R,7R,8AS)-OCTAHYDRO-6-METHOXY-3,6,8,8-TETRAMETHYL-1H-3A,7-METHANOAZULENE|1H-3A,7-METHANOAZULENE, OCTAHYDRO-6-METHOXY-3,6,8,8-TETRAMETHYL-, (3R-(3.ALPHA.,3A.BETA.,6.ALPHA.,7.BETA.,8A.ALPHA.))-|1H-3a,7-Methanoazulene, octahydro-6-methoxy-3,6,8,8-tetramethyl-, [3R-(3.alpha.,3a.beta.,6.alpha.,7.beta.,8a.alpha.)]-",,Cedramber from PerfumersWorld,"{'PerfumersWorld': '19870-74-7', 'MySkinRecipes': '19870-74-7'}",https://www.perfumersworld.com/view.php?pro_id=3WW00097
WIP_DISCREPANCY,Osyrol,1325-54-8,162053,,41890-92-0,"3,7-dimethyl-7-methoxyoctan-2-ol|RefChem:811837|7-Methoxy-3,7-dimethyloctan-2-ol|41890-92-0|Methoxyelgenol|Elesant|Dihydromethoxyelgenol|methoxytrimethylheptanol|2-Octanol, 7-methoxy-3,7-dimethyl-|3,7-Dimethyl-7-methoxy-2-octanol",,Osyrol from PerfumersWorld,"{'PerfumersWorld': '41890-92-0', 'MySkinRecipes': '41890-92-0'}",https://www.perfumersworld.com/view.php?pro_id=3WX00347
WIP_VERIFIED,Sandenol 803,66068-84-6,106673,4-Hydroxy-1-(5-isocamphyl)cyclohexane,66068-84-6,"66068-84-6|Cyclohexanol, 4-(5,5,6-trimethylbicyclo(2.2.1)hept-2-yl)-|4-Hydroxy-1-(5-isocamphyl)cyclohexane|4-(5,5,6-trimethylbicyclo[2.2.1]hept-2-yl)cyclohexanol|UNII-TVJ25725XP|TVJ25725XP|EINECS 266-100-3|4-(5,5,6-TRIMETHYLBICYCLO[2.2.1]HEPT-2-YL)CYCLOHEXAN-1-OL|J349.334B|DTXSID4041816",,Sandenol 803 from PerfumersWorld,"{'PerfumersWorld': '66068-84-6', 'MySkinRecipes': '66068-84-6'}",https://www.perfumersworld.com/view.php?pro_id=3WX07631
WIP_DISCREPANCY,Iso E Super,54464-57-2,1808124,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-YL)ethanone, trans-(A+-)-",144651-56-9|59056-94-9,"8L3TU41CCC|Ethanone, 1-((2R,3R)-1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-, rel-|RefChem:1053803|1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-YL)ethanone, trans-(A+-)-|ISO E SUPER|UNII-8L3TU41CCC|59056-94-9|1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone, trans-(+/-)-|ISO E SUPER [MI]|SCHEMBL17627724","WIP CAS 54464-57-2 not in PubChem ['144651-56-9', '59056-94-9']; Supplier PerfumersWorld CAS 54464-57-2 error; Supplier MySkinRecipes CAS 54464-57-2 error",Iso E Super from PerfumersWorld,"{'PerfumersWorld': '54464-57-2', 'MySkinRecipes': '54464-57-2'}",https://www.perfumersworld.com/view.php?pro_id=3WY00244
WIP_VERIFIED,Vetiveryl Acetate,62563-80-8,8347,Vetivert acetate,62563-80-8|117-98-6,"Vetiveryl acetate|Vetivert acetate|117-98-6|Z5JO63XGNK|6-Azulenol, 1,2,3,3a,4,5,6,8a-octahydro-4,8-dimethyl-2-(1-methylethylidene)-, 6-acetate|FEMA NO. 4218|DTXSID60861750|4,8-dimethyl-2-(propan-2-ylidene)-1,2,3,3a,4,5,6,8a-octahydroazulen-6-yl acetate|6-AZULENOL, 1,2,3,3a,4,5,6,8a-OCTAHYDRO-2-ISOPROPYLIDENE-4,8-DIMETHYL-, ACETATE|RefChem:1100971",,Vetiveryl Acetate from PerfumersWorld,"{'PerfumersWorld': '62563-80-8', 'MySkinRecipes': '117-98-6'}",https://www.perfumersworld.com/view.php?pro_id=3WY00468
SUPPLIER_MISMATCH,Isolongifolanone,23787-90-8,21116680,Isolongifolanone,23787-90-8|29461-14-1|33407-62-4,"Isolongifolanone|Isolongifolene ketone|5916QUE93V|DTXSID2047228|Isolongifolanone-parent|RefChem:149495|2,2,8,8-tetramethyl-octahydro-1H-2,4a-methanonapthalen-10-one|DTXCID0027228|245-890-3|29461-14-1",Supplier PerfumersWorld CAS 14727-47-0 error,Isolongifolanone from PerfumersWorld,"{'PerfumersWorld': '14727-47-0', 'SimpleScentsDIY': '23787-90-8'}",https://www.perfumersworld.com/view.php?pro_id=3WY14446
SUPPLIER_MISMATCH,Habanolide,111879-80-2,9856149,"Oxacyclohexadecen-2-one, (12E)-",423773-57-3|111879-80-2,"Oxacyclohexadec-12-en-2-one, (12E)-|111879-80-2|Oxacyclohexadecen-2-one, (12E)-|9SP3WD261B|DTXSID5051313|OXACYCLOHEXADECENONE, (12E)-|15-PENTADECENOLIDE, (11E)-|(12E)-OXACYCLOHEXADEC-12-EN-2-ONE|OXACYCLOHEXADEC-13-EN-2-ONE, (12E)-|RefChem:857012",Supplier MySkinRecipes CAS 3796-70-1 error,Habanolide from PerfumersWorld,"{'PerfumersWorld': '111879-80-2', 'MySkinRecipes': '3796-70-1'}",https://www.perfumersworld.com/view.php?pro_id=3XA09821
WIP_DISCREPANCY,Zenolide,34902-57-3,41270,Ethylene dodecanedioate,54982-83-1,"1,4-DIOXACYCLOHEXADECANE-5,16-DIONE|Ethylene dodecanedioate|54982-83-1|Cyclic ethylene dodecanedioate|ZENOLIDE|NBW53A4P49|DTXSID1044568|DTXCID9024568|RefChem:139132|259-423-6",WIP CAS 34902-57-3 not in PubChem ['54982-83-1'],Zenolide from PerfumersWorld,"{'PerfumersWorld': '54982-83-1', 'MySkinRecipes': '54982-83-1'}",https://www.perfumersworld.com/view.php?pro_id=3XA22378
WIP_VERIFIED,Helvetolide,141773-73-1,16063567,"1-Propanol, 2-(1-(3,3-dimethylcyclohexyl)ethoxy)-2-methyl-, 1-propanoate",141773-73-1,"141773-73-1|HELVETOLIDE|1-Propanol, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methyl-, 1-propanoate|Dimethylcyclohexylethoxy isobutylpropanoate|UNII-I1AI9W9CAB|I1AI9W9CAB|DTXSID7051341|EC 415-490-5|EC 604-250-7|1-Propanol, 2-(1-(3,3-dimethylcyclohexyl)ethoxy)-2-methyl-, 1-propanoate",,Helvetolide from PerfumersWorld,"{'PerfumersWorld': '141773-73-1', 'MySkinRecipes': '141773-73-1'}",https://www.perfumersworld.com/view.php?pro_id=3XD17215
WIP_VERIFIED,Ethylene Brassylate,105-95-3,61014,Ethylene brassylate,105-95-3,"Ethylene brassylate|1,4-DIOXACYCLOHEPTADECANE-5,17-DIONE|105-95-3|Ethylene undecane dicarboxylate|Tridecanedioic acid, cyclic ethylene ester|FEMA No. 3543|9A87HC7ROD|DTXSID1044774|1,1'-Undecanedicarboxylic acid, ester with ethylene glycol|NSC-46155",,Ethylene Brassylate from PerfumersWorld,"{'PerfumersWorld': '105-95-3', 'MySkinRecipes': '105-95-3'}",https://www.perfumersworld.com/view.php?pro_id=3XU00180
WIP_VERIFIED,Romandolide,236391-76-7,21933618,"Acetic acid, 2-(1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester",236391-76-7,"Acetic acid, 2-(1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester|1-(3,3-Dimethylcyclohexyl)ethyl 2-(1-oxopropoxy)acetate|DTXSID0051360|EC 607-255-2|Acetic acid, (1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester|RefChem:552082|DTXCID1029962|236391-76-7|[2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-oxoethyl] propanoate|SCHEMBL1482871",,Romandolide from PerfumersWorld,"{'PerfumersWorld': '236391-76-7', 'MySkinRecipes': '236391-76-7'}",https://www.perfumersworld.com/view.php?pro_id=3XU22379
SUPPLIER_MISMATCH,Aldehyde C-12 MNA,110-41-8,61031,2-Methylundecanal,110-41-8,"2-Methylundecanal|110-41-8|UNDECANAL, 2-METHYL-|Aldehyde M.N.A.|Methylnonylacetaldehyde|Aldehyde C-12|Methyl-n-nonylacetaldehyde|2-Methylhendecanal|Methylnonylacetic aldehyde|Aldehyde C-12 mna",Supplier PerfumersWorld CAS 67634-00-8 error,Aldehyde C-12 MNA from PerfumersWorld,"{'PerfumersWorld': '67634-00-8', 'SimpleScentsDIY': '110-41-8'}",https://www.perfumersworld.com/view.php?pro_id=4AG00022
WIP_VERIFIED,Menthone,89-80-5,26447,Menthone,1074-95-9|14073-97-3|10458-14-7|89-80-5,"MENTHONE|89-80-5|trans-Menthone|p-Menthone|Neomenthone|Menthone racemic|trans-Menthan-3-one|trans-p-Menthan-3-one|p-Menthan-3-one, trans-|Menthone G",,Menthone from PerfumersWorld,"{'PerfumersWorld': '10458-14-7', 'MySkinRecipes': '89-80-5'}",https://www.perfumersworld.com/view.php?pro_id=4BB00291
WIP_VERIFIED,Isocyclocitral,1335-66-6,16204527,Isocyclocitral,1335-66-6,"1335-66-6|RefChem:149237|DTXSID8044541|215-638-7|2,4,6-trimethylcyclohex-3-ene-1-carbaldehyde|Isocyclocitral|Isocyclocitral(mixture of isomers)|2,4,6-Trimethylcyclohex-3-ene-1-carbaldehyde;3,5,6-trimethylcyclohex-3-ene-1-carbaldehyde|EINECS 215-638-7|1-Formyl-3,5,6-trimethyl-3-cyclohexene and 1-formyl-2,4,6-trimethyl-3-cyclohexene",,Isocyclocitral from PerfumersWorld,"{'PerfumersWorld': '1335-66-6', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=4CA03618
WIP_VERIFIED,Citral,5392-40-5,638011,Citral,5392-40-5|141-27-5,"Citral|5392-40-5|geranialdehyde|Lemsyn GB|3,7-Dimethyl-2,6-octadienal|2,6-Octadienal, 3,7-dimethyl-|FEMA Number 2303|NCI-C56348|FEMA No. 2303|3,7-Dimethyl-trans-2,6-octadienal",,Citral from PerfumersWorld,"{'PerfumersWorld': '5392-40-5', 'MySkinRecipes': '5392-40-5'}",https://www.perfumersworld.com/view.php?pro_id=4CC00111
WIP_DISCREPANCY,Lime Oxide,73018-51-6,522514,,7392-19-0,"7392-19-0|LIMETOL|2-ethenyl-2,6,6-trimethyloxane|2,6,6-Trimethyl-2-vinyltetrahydropyran|Linaloyl oxide|Bois de rose oxide|2,2,6-Trimethyl-6-vinyltetrahydropyran|2,2,6-Trimethyl-6-vinyltetrahydro-2H-pyran|2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-|13837-56-4",,Lime Oxide from PerfumersWorld,"{'PerfumersWorld': '7392-19-0', 'MySkinRecipes': '7392-19-0'}",https://www.perfumersworld.com/view.php?pro_id=4CK00275
WIP_VERIFIED,Citronellyl Nitrile,51566-62-2,3033030,Citronellyl nitrile,51566-62-2,"Citronellyl nitrile|3,7-dimethyl-6-octenenitrile|RefChem:577486|52671-32-6|51566-62-2|3,7-Dimethyloct-6-enenitrile|citronellylnitrile|6-OCTENENITRILE, 3,7-DIMETHYL-|GP9AT16H16|Citronellyl nitrile, (+/-)-",,Citronellyl Nitrile from PerfumersWorld,"{'PerfumersWorld': '51566-62-2', 'MySkinRecipes': '51566-62-2'}",https://www.perfumersworld.com/view.php?pro_id=4CR06787
WIP_VERIFIED,Isobutyric Acid,79-31-2,6590,Isobutyric Acid,79-31-2,"ISOBUTYRIC ACID|2-Methylpropanoic acid|79-31-2|Isobutanoic acid|Isopropylformic acid|Dimethylacetic acid|Iso-butyric acid|Propanoic acid, 2-methyl-|Cenex RP b2|alpha-Methylpropanoic acid",,Isobutyric Acid from PerfumersWorld,"{'PerfumersWorld': '79-31-2', 'MySkinRecipes': '79-31-2'}",https://www.perfumersworld.com/view.php?pro_id=4DF13384
WIP_VERIFIED,Acetoin,513-86-0,179,Acetoin,51555-24-9|513-86-0,"acetoin|3-hydroxy-2-butanone|513-86-0|3-hydroxybutan-2-one|Dimethylketol|Acetyl methyl carbinol|acetylmethylcarbinol|2,3-Butanolone|2-Butanone, 3-hydroxy-|2-Hydroxy-3-butanone",,Acetoin from PerfumersWorld,"{'PerfumersWorld': '513-86-0', 'MySkinRecipes': '513-86-0'}",https://www.perfumersworld.com/view.php?pro_id=4DV02664
WIP_VERIFIED,Sulfurol,137-00-8,1136,4-Methyl-5-(2-hydroxyethyl)thiazole,137-00-8,"4-METHYL-5-THIAZOLEETHANOL|137-00-8|5-(2-Hydroxyethyl)-4-methylthiazole|Hemineurine|5-Thiazoleethanol, 4-methyl-|2-(4-Methyl-1,3-thiazol-5-yl)ethanol|4-Methyl-5-thiazolethanol|4-Methyl-5-(2-hydroxyethyl)thiazole|4-Methyl-5-thiazolylethanol|2-(4-Methylthiazole-5-yl)ethanol",,Sulfurol from PerfumersWorld,"{'PerfumersWorld': '137-00-8', 'MySkinRecipes': '137-00-8'}",https://www.perfumersworld.com/view.php?pro_id=4ED00423
SUPPLIER_MISMATCH,Ethyl Safranate,35044-59-8,118201,"1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester",35044-59-8,"Ethyl safranate|1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester|35044-59-8|ethyl 2,6,6-trimethylcyclohexa-1,3-diene-1-carboxylate|FZ10F6BJB5|Ethyl beta-safranate|EINECS 252-335-9|UNII-FZ10F6BJB5|ETHYL .BETA.-SAFRANATE|DTXSID6067884",Supplier PerfumersWorld CAS 35044-57-6 error,Ethyl Safranate from PerfumersWorld,"{'PerfumersWorld': '35044-57-6', 'MySkinRecipes': '35044-59-8'}",https://www.perfumersworld.com/view.php?pro_id=4ES06848
WIP_DISCREPANCY,Allyl Cyclohexyl Propionate,2705-87-5,21862952,Allyl cyclohexyl propionate,,allyl cyclohexyl propionate|SCHEMBL310454,WIP CAS 2705-87-5 not in PubChem []; Supplier PerfumersWorld CAS 2705-87-5 error; Supplier MySkinRecipes CAS 2705-87-5 error,Allyl Cyclohexyl Propionate from PerfumersWorld,"{'PerfumersWorld': '2705-87-5', 'MySkinRecipes': '2705-87-5'}",https://www.perfumersworld.com/view.php?pro_id=4FC00030
